pr_number,title,author,merged_at,commits,comments,copilot_comments,copilot_commits
34,Add external-data and parallel load benchmarks to plot_onnx_time example,Copilot,2026-05-07T11:27:32Z,2,0,0,2
41,rename,xadupre,2026-05-07T11:26:44Z,1,0,0,0
36,Fix per-bar colors in plot_onnx_time example,Copilot,2026-05-07T11:24:42Z,2,0,0,2
22,Expand `plot_onnx_time` to cover external-data saves and parallel-loaded save path,Copilot,2026-05-07T11:09:13Z,7,2,1,7
20,Improve README and docs index with concise getting started guidance,Copilot,2026-05-07T11:08:45Z,8,10,6,8
28,Fix parallel loading performance regression for small models,Copilot,2026-05-07T11:02:24Z,3,0,0,3
24,Use larger default model size in `plot_onnx_time` while preserving CI runtime,Copilot,2026-05-07T11:01:06Z,4,4,2,4
17,Add `setup.py build_ext --inplace` support for local CMake extension builds,Copilot,2026-05-07T10:21:01Z,5,2,1,5
26,Use orange for onnx-light bars and blue for onnx bars in plot_onnx_time.py,Copilot,2026-05-07T10:20:45Z,2,0,0,2
18,CI: run C++ unit tests and include C++ coverage in Codecov upload,Copilot,2026-05-07T10:02:51Z,5,0,0,5
13,mypy,xadupre,2026-05-07T09:21:15Z,5,0,0,0
11,Include C++ extension coverage in core CI Codecov upload,Copilot,2026-05-07T09:13:30Z,4,0,0,4
4,Bootstrap project settings from yet-another-onnxruntime-extensions,Copilot,2026-05-06T13:57:19Z,8,12,6,8
1278,"Add CastLike operator: schema, kernel, shape inference, backend tests",Copilot,2026-05-29T13:59:16Z,4,3,1,4
1276,Add BitwiseAnd/Or/Xor/Not (opset 18) support to onnx-light,Copilot,2026-05-29T13:45:09Z,4,3,1,4
1280,"Add shape inference, kernel, and backend tests for ConcatFromSequence",Copilot,2026-05-29T13:44:48Z,4,5,2,3
1282,"Add RNN/GRU/LSTM shape inference, RNN reference kernel and backend test cases",Copilot,2026-05-29T13:38:45Z,2,1,0,2
1274,Add shape inference for BlackmanWindow,Copilot,2026-05-29T13:16:13Z,2,1,0,2
1272,Add op_type filter to per-domain GetAllOnnxOp*SchemasWithHistory,Copilot,2026-05-29T13:15:50Z,4,7,3,4
1270,AffineGrid: register backend cases under upstream ONNX names,Copilot,2026-05-29T12:55:28Z,2,1,0,2
1266,Add missing upstream ONNX backend test cases for Add,Copilot,2026-05-29T08:57:59Z,2,1,0,2
1268,Speed up InferShapesImpl_LSTMLayout1WithYc by calling RNNShapeInference directly,Copilot,2026-05-29T08:57:36Z,2,1,0,2
1259,Add Equal backend test kernel and upstream ONNX node cases,Copilot,2026-05-29T08:57:13Z,4,5,2,4
1255,"Add Cos/Cosh shape inference, reference kernels, and backend test cases",Copilot,2026-05-29T08:18:39Z,4,5,2,3
1251,"Add ConstantOfShape: schema, shape inference, kernel, and backend tests",Copilot,2026-05-29T07:59:50Z,3,3,1,3
1264,Add LightOpSchema for AffineGrid (opset 20),Copilot,2026-05-29T07:50:08Z,2,1,0,2
1257,"Add shape inference, kernel, and backend tests for Equal",Copilot,2026-05-29T07:45:19Z,2,1,0,2
1253,Align test_constant backend test bytes with upstream onnx,Copilot,2026-05-29T07:32:27Z,2,1,0,2
1249,"Add BatchNormalization light op schema, shape inference, kernel, and backend tests",Copilot,2026-05-29T07:31:23Z,2,1,0,2
1247,Add shape inference for Asin and Asinh,Copilot,2026-05-29T07:15:22Z,2,1,0,2
1245,Remove schema_comparison design page,Copilot,2026-05-29T07:14:41Z,2,1,0,2
1243,docs: remove CI job duration page,Copilot,2026-05-28T21:14:52Z,2,1,0,2
1289,"Add ArrayFeatureExtractor support in light schema, shape inference, backend kernel, and ML backend cases",Copilot,2026-05-29T21:32:02Z,4,2,1,4
1290,Add missing training LightOpSchema coverage for Adagrad/Momentum and backend shape-inference test,Copilot,2026-05-29T19:40:41Z,2,0,0,2
1288,Drop per-domain Find*Schema test helpers in favor of GetAllOnnxOp&lt;Domain&gt;SchemasWithHistory(op_type),Copilot,2026-05-29T18:35:49Z,4,3,1,4
1286,CI: drop coverage from per-PR builds; run coverage daily on main,Copilot,2026-05-29T18:35:14Z,3,4,2,3
1284,Forward op_type filter through local CollectTestCases wrappers,Copilot,2026-05-29T14:10:02Z,2,1,0,2
1424,"Implement MatMul light backend support (kernel, cases, shape inference)",Copilot,2026-06-01T06:41:17Z,3,2,1,3
1426,"Implement Reshape/Slice support across light schema, backend kernels, and shape inference",Copilot,2026-06-01T06:41:08Z,3,0,0,3
1421,"Add Scan support across LightOpSchema, backend test kernel/cases, and shape inference",Copilot,2026-06-01T05:49:26Z,1,0,0,1
1419,"Implement GlobalAveragePool, GlobalLpPool, GlobalMaxPool operators",Copilot,2026-06-01T05:49:01Z,5,4,2,5
1425,"Implement Exp/Log in light schemas, backend kernels/cases, and shape inference",Copilot,2026-05-31T18:38:27Z,2,0,0,2
1414,"Implement ReduceSumSquare kernel, backend cases, and shape inference",Copilot,2026-05-31T17:49:05Z,3,2,1,3
1416,build: share lib_onnx_proto between Python extensions to avoid proto reparse,Copilot,2026-05-31T17:20:21Z,5,4,2,5
1417,"Implement Imputer: LightOpSchema, shape inference, backend kernel, and test cases",Copilot,2026-05-31T16:38:15Z,2,0,0,2
1418,"Add end-to-end Squeeze/Unsqueeze support (schema, backend kernels/cases, and shape inference)",Copilot,2026-05-31T16:37:28Z,3,0,0,3
1420,"Implement Gemm: shape inference, backend kernel, and test cases",Copilot,2026-05-31T16:36:44Z,2,0,0,2
1422,"Implement SequenceConstruct: light op schema, kernel, shape inference, and backend test cases",Copilot,2026-05-31T16:35:10Z,1,0,0,1
1412,backend_test: make DataType an alias for TensorProto::DataType,Copilot,2026-05-31T13:56:32Z,3,2,1,3
1410,"Implement light op kernel, shape inference, and backend cases for SequenceMap",Copilot,2026-05-31T13:56:07Z,2,0,0,2
1409,Implement LinearClassifier and LinearRegressor (ai.onnx.ml),Copilot,2026-05-31T13:55:44Z,2,0,0,2
1407,"Implement GridSample (schema, kernel, shape inference, cases)",Copilot,2026-05-31T13:55:15Z,4,4,2,4
1405,"Implement ReduceL1 / ReduceL2 kernel, cases, and shape inference",Copilot,2026-05-31T11:58:50Z,3,2,1,3
1408,"Implement GreaterOrEqual: schema, kernel, backend cases, shape inference",Copilot,2026-05-31T11:51:20Z,2,0,0,2
1406,"Implement Loop op: schema, kernel, shape inference, backend cases",Copilot,2026-05-31T11:44:05Z,3,0,0,3
1402,Split onnx_py._onnxpy into _onnxpyproto and _onnxbackend,Copilot,2026-05-31T11:37:44Z,5,4,2,4
1398,"Implement light op schema, backend kernel, shape inference for Scaler",Copilot,2026-05-31T11:25:15Z,3,2,1,3
1400,Implement light op support for Tan and Tanh,Copilot,2026-05-31T11:23:10Z,3,2,1,3
1404,"Implement NonZero light op schema, kernel, and shape inference",Copilot,2026-05-31T11:12:01Z,2,0,0,2
1399,"Implement SequenceAt: schema, kernel, shape inference, backend cases",Copilot,2026-05-31T10:33:17Z,2,0,0,2
1401,Add missing ReduceMin/ReduceMax backend test cases for upstream parity,Copilot,2026-05-31T10:33:08Z,2,0,0,2
1396,Drop lib_onnx_proto PUBLIC link from lib_onnx_backend_test,Copilot,2026-05-31T10:07:46Z,2,0,0,2
1394,Finish removing TensorProto::DataType from onnx_backend_test,Copilot,2026-05-31T08:51:02Z,2,0,0,2
1392,"Fill in RegexFullMatch kernel, shape inference, and backend test cases",Copilot,2026-05-31T08:24:19Z,2,0,0,2
1391,"Implement Tile across LightOpSchema, kernel, backend cases, and shape inference",Copilot,2026-05-31T08:23:59Z,3,0,0,3
1386,"Implement Sigmoid/Softmax across light schema, backend kernels/cases, and shape inference",Copilot,2026-05-31T08:23:44Z,5,2,1,5
1383,"Add ai.onnx.ml SVMClassifier/SVMRegressor support to light schemas, backend kernels, and shape inference",Copilot,2026-05-31T08:23:25Z,6,6,3,6
1390,"Introduce backend-local DataType enum, drop TensorProto::DataType from onnx_backend",Copilot,2026-05-31T08:23:03Z,3,0,0,3
1388,"Add full Transpose support across light schema, backend kernel, and shape inference",Copilot,2026-05-31T06:14:47Z,3,0,0,3
1387,Add SequenceInsert runtime + shape-inference support across backend kernels and sequence pipeline,Copilot,2026-05-30T18:01:41Z,2,0,0,2
1384,Implement QuantizeLinear backend/kernel support for UINT16/INT16 and align backend cases,Copilot,2026-05-30T18:00:29Z,3,2,1,3
1385,"Add ONNX `Where` support across schema, backend kernel/cases, and shape inference",Copilot,2026-05-30T13:47:56Z,2,0,0,2
1381,"Add Sin/Sinh backend kernels, cases, and onnx_optim shape-inference wiring",Copilot,2026-05-30T13:47:36Z,4,2,1,4
1382,"Implement SequenceErase: light op schema, backend kernel, shape inference, and test cases",Copilot,2026-05-30T13:24:14Z,2,0,0,2
1380,"Implement StringSplit backend kernel, backend cases, and shape inference",Copilot,2026-05-30T12:41:44Z,3,0,0,3
1379,Add missing Attention coverage in backend test lookup,Copilot,2026-05-30T12:41:20Z,3,0,0,3
1373,"Implement light op schema, backend kernel and shape inference for OneHotEncoder",Copilot,2026-05-30T12:40:56Z,3,4,2,3
1377,"Implement ReduceMin/ReduceMax backend kernels, case registry, and shape inference wiring",Copilot,2026-05-30T12:14:25Z,3,0,0,3
1378,"Implement Expand op: schema, shape inference, kernel, and test cases",Copilot,2026-05-30T12:13:59Z,3,0,0,3
1376,"Add SequenceLength support across backend kernels, backend cases, and shape inference",Copilot,2026-05-30T12:13:41Z,3,0,0,3
1375,"Implement StringNormalizer kernel, backend cases, and shape inference",Copilot,2026-05-30T11:20:25Z,2,0,0,2
1374,Add shape inference for Adagrad and Momentum,Copilot,2026-05-30T11:19:58Z,2,0,0,2
1372,Import upstream ONNX backend test cases for DequantizeLinear,Copilot,2026-05-30T11:19:35Z,2,0,0,2
1293,"Implement light op schema, backend, kernel, and shape inference for Attention",Copilot,2026-05-30T08:51:18Z,3,3,1,3
1370,Introduce KernelBase for backend test kernels,Copilot,2026-05-30T09:26:01Z,2,0,0,2
1291,Add ZipMap shape inference in onnx_optim and backend kernel/test coverage,Copilot,2026-05-30T08:51:47Z,7,6,3,7
1324,"Add DequantizeLinear: light schema, kernel, and shape inference",Copilot,2026-05-30T08:51:29Z,2,0,0,2
1325,"Add Bernoulli light schema, shape inference, kernel and backend cases",Copilot,2026-05-30T08:51:09Z,3,2,1,3
1450,Add 2 missing StringNormalizer C++ backend test cases to match ONNX,Copilot,2026-06-01T09:05:45Z,2,0,0,2
1441,Add 5 missing Gemm backend tests to match onnx,Copilot,2026-06-01T09:05:34Z,2,0,0,2
1439,Add float8 (E4M3FN/E5M2) DequantizeLinear backend tests,Copilot,2026-06-01T09:05:23Z,3,0,0,3
1434,"Implement HannWindow and HammingWindow (schema, kernel, shape inference)",Copilot,2026-06-01T09:05:14Z,4,2,1,4
1431,Split _onnxpyproto into _onnxpyproto (schema) and _onnxpyoptim (shape inference),Copilot,2026-06-01T08:27:09Z,3,2,1,3
1430,"Add Gather, GatherElements, GatherND to onnx-light",Copilot,2026-06-01T07:57:59Z,2,0,0,2
1427,"Implement Dropout across NN schema, backend cases/kernels, and shape inference",Copilot,2026-06-01T07:57:12Z,5,4,2,5
1429,"Implement Sum operator: light op schema, kernel, shape inference, backend tests",Copilot,2026-06-01T07:57:01Z,2,0,0,2
1432,clean,xadupre,2026-06-01T07:56:44Z,1,0,0,0
1428,"Confirm RNN support is already implemented across schema, backend kernel, and shape inference",Copilot,2026-06-01T07:22:32Z,1,0,0,1
1423,"implement TreeEnsemble, TreeEnsembleRegressor, TreeEnsembleClassifier (ai.onnx.ml)",Copilot,2026-06-01T07:22:11Z,5,4,2,5
1621,CI: print CMAKE_BUILD_PARALLEL_LEVEL after configuring it,Copilot,2026-06-03T13:01:23Z,2,0,0,2
1616,"Implement Softplus and Softsign light op schema, kernel, and shape inference",Copilot,2026-06-03T13:01:03Z,5,4,2,5
1615,"Implement TensorScatter (opset 24): light op schema, kernel, shape inference, cases",Copilot,2026-06-03T13:00:38Z,4,4,2,3
1614,Translate broadcast_shape tests from yobx test_shape_type_compute.py to C++,Copilot,2026-06-03T12:19:31Z,2,0,0,2
1617,"Implement ReduceMean light op (kernel, shape inference, backend cases)",Copilot,2026-06-03T12:04:47Z,3,0,0,3
1612,"Implement SpaceToDepth: schema, backend kernel, shape inference",Copilot,2026-06-03T11:22:48Z,3,2,1,3
1609,Add onnx_backend_test/cases_for_shapes/empty_shape subfolder,Copilot,2026-06-03T10:24:55Z,3,2,1,3
1605,Add the 11 missing ONNX Dropout backend test cases,Copilot,2026-06-03T10:22:27Z,3,2,1,3
1613,"Implement SoftmaxCrossEntropyLoss schema, kernel, and shape inference",Copilot,2026-06-03T10:22:13Z,3,0,0,3
1611,CI: parallelize standalone_example C++ builds,Copilot,2026-06-03T09:30:05Z,2,0,0,2
1604,Translate xshape/test_shape_runtime.py to C++,Copilot,2026-06-03T09:29:22Z,2,0,0,2
1582,"Implement Unique operator (opset 11): schema, kernel, shape inference, backend cases",Copilot,2026-06-03T09:10:06Z,5,8,4,5
1606,Add missing EyeLike populate_off_main_diagonal backend case,Copilot,2026-06-03T08:59:07Z,2,0,0,2
1603,Document how the C++ libraries are split,Copilot,2026-06-03T08:58:33Z,4,2,1,4
1607,Add missing Gather 2d_indices backend test case,Copilot,2026-06-03T08:41:33Z,2,0,0,2
1577,Prevent no-copy external-data corruption when re-saving with split output or alignment changes,Copilot,2026-06-03T08:08:21Z,8,7,3,7
1601,Harden onnx_proto against malicious/corrupted inputs,xadupre,2026-06-03T08:07:26Z,2,4,2,1
1592,Cover the missing upstream BitCast/BitShift backend test cases,Copilot,2026-06-03T07:44:28Z,3,2,1,3
1590,Add 8 missing Attention test cases and clean stale snapshot entries,Copilot,2026-06-03T07:31:45Z,3,2,1,3
1594,Add backend test differences section to plot_api_compare example,Copilot,2026-06-03T06:56:00Z,3,0,0,3
1588,"plot_onnx_time: show sockets, physical cores and logical processors on final graph",Copilot,2026-06-03T06:55:27Z,2,0,0,2
1585,"Implement Swish op (v24): schema, kernel, shape inference, backend test cases",Copilot,2026-06-03T06:55:17Z,2,0,0,2
1584,"Implement TfIdfVectorizer light op schema, kernel, shape inference, and tests",Copilot,2026-06-03T06:54:56Z,2,0,0,2
1586,Implement light op support for SplitToSequence,Copilot,2026-06-03T06:44:11Z,2,0,0,2
1583,Add Trilu backend test cases mirroring upstream ONNX tril_*/triu_* tests,Copilot,2026-06-03T06:29:43Z,2,0,0,2
1600,improve clean,xadupre,2026-06-03T06:20:27Z,1,0,0,0
1581,Fix spelling CI: whitelist `vas` identifier in codespell,Copilot,2026-06-03T06:06:19Z,2,0,0,2
1579,Translate test_shape_builder.py to C++ (test_shape_builder.cc),Copilot,2026-06-03T05:22:46Z,2,0,0,2
1578,Split `_onnxpyproto` into `_onnxpyprotoop` and `_onnxpyprotolib`,Copilot,2026-06-03T05:22:18Z,2,0,0,2
1569,Add min and max bounds to OptimTensor for null constant detection,Copilot,2026-06-02T19:32:06Z,4,7,3,3
1575,Add PRelu reference kernel and backend test for ORT #28732 inf-input regression,Copilot,2026-06-02T19:06:30Z,5,4,2,4
1571,"Implement ThresholdedRelu light op schema, kernel, shape inference, and backend cases",Copilot,2026-06-02T17:35:49Z,5,6,3,4
1570,"Implement Upsample (opsets 1, 7, 9, 10)",Copilot,2026-06-02T16:54:04Z,4,4,2,4
1573,Bump standalone_example CI timeout to 15 minutes,Copilot,2026-06-02T16:09:21Z,3,2,1,3
1564,"Implement TopK light op schema, kernel and shape inference",Copilot,2026-06-02T14:59:01Z,5,6,3,4
1567,"Implement ReduceProd kernel, shape inference, and backend cases",Copilot,2026-06-02T14:36:56Z,2,0,0,2
1566,"Implement ReverseSequence light op (schema, kernel, shape inference)",Copilot,2026-06-02T14:36:41Z,2,0,0,2
1565,"Implement light op schema, kernel, and shape inference for Sqrt",Copilot,2026-06-02T14:36:08Z,3,2,1,2
1562,Add Device enum and ValueInfoProto conversions to OptimTensor,Copilot,2026-06-02T13:40:23Z,6,6,3,6
1554,"Implement Scan light op schema, kernel, and shape inference",Copilot,2026-06-02T13:40:03Z,5,6,3,5
1493,"Implement DFT light op (schema, kernel, shape inference)",Copilot,2026-06-02T12:29:29Z,10,14,7,10
1553,"Implement SequenceEmpty: schema attr, kernel, shape inference, backend cases",Copilot,2026-06-02T12:28:26Z,5,2,1,4
1557,Translate test_value_as_shape.py to C++ and propagate ValueAsShape through Shape/Concat/Add/Sub,Copilot,2026-06-02T12:13:13Z,2,0,0,2
1555,Add backend kernel test for backend test cases,xadupre,2026-06-02T11:28:32Z,3,2,1,2
1492,Implement light op support for Det,Copilot,2026-06-02T10:31:11Z,3,4,2,3
1534,"Implement Shape op: schema, kernel, backend cases, shape inference",Copilot,2026-06-02T10:31:01Z,4,4,2,3
1539,"Implement light op schema, backend, kernel, and shape inference for Split",Copilot,2026-06-02T10:01:25Z,2,0,0,2
1494,"Implement Clip op: schema, kernel, shape inference, backend cases",Copilot,2026-06-02T10:00:03Z,3,2,1,3
1551,Wire Xor into onnx_optim shape inference dispatch,Copilot,2026-06-02T09:59:33Z,2,0,0,2
1489,Add missing ONNX Attention backend test cases and align naming,Copilot,2026-06-02T09:54:07Z,5,9,4,4
1480,"Implement Erf support across LightOpSchema, backend kernel/cases, and shape inference",Copilot,2026-06-02T09:13:50Z,4,8,4,4
1482,Add example benchmarking num_threads for ONNX load/save across file layouts,Copilot,2026-06-02T08:57:32Z,7,4,2,5
1479,"feat: implement Compress op (schema, kernel, shape inference, backend tests)",Copilot,2026-06-02T08:38:15Z,4,4,2,4
1487,Add upstream ONNX backend test cases for Adagrad and Momentum,Copilot,2026-06-02T08:37:59Z,4,2,1,4
1491,TreeEnsemble: add upstream ONNX node tests + BRANCH_MEMBER support,Copilot,2026-06-02T08:29:12Z,2,0,0,2
1485,Add ONNX Runtime interop test for save with alignment and multi-file external data,Copilot,2026-06-02T08:04:09Z,3,2,1,3
1477,"Implement Col2Im (opset 18) light op: schema, kernel, shape inference",Copilot,2026-06-02T07:24:41Z,4,8,4,3
1478,"Add EyeLike support in light schema, backend kernel, and shape inference",Copilot,2026-06-02T07:16:17Z,3,0,0,3
1476,"Implement Flatten light op schema, kernel, and shape inference",Copilot,2026-06-01T20:50:57Z,4,2,1,4
1473,Add If then_branch/else_branch GRAPH attributes and schema test parity with ONNX,Copilot,2026-06-01T20:50:34Z,3,4,2,3
1475,"Implement ai.onnx.ml::CastMap (opset 1) across schema, kernel, shape inference, and backend test layers",Copilot,2026-06-01T20:50:05Z,3,2,1,3
1474,Add 4 missing GRU C++ backend test cases,Copilot,2026-06-01T20:49:31Z,3,2,1,3
1472,Fix spelling CI by ignoring legitimate domain terms,Copilot,2026-06-01T17:25:29Z,2,0,0,2
1469,Add test comparing backend test names between onnx and onnx-light,Copilot,2026-06-01T16:59:36Z,8,4,2,6
1466,"Implement Trilu (opset 14): schema, kernel, shape inference",Copilot,2026-06-01T16:59:19Z,4,2,1,3
1471,"Implement CategoryMapper (ai.onnx.ml, opset 1)",Copilot,2026-06-01T16:38:43Z,2,0,0,2
1467,"Add Conv, ConvInteger, ConvTranspose: schema, kernel, shape inference, backend cases",Copilot,2026-06-01T16:38:34Z,3,2,1,3
1463,Implement BitShift and BitCast light ops,Copilot,2026-06-01T15:51:15Z,6,6,3,6
1465,Add C++ kernel-class tests for Attention,Copilot,2026-06-01T14:52:22Z,3,0,0,3
1461,Add 4 missing C++ backend test cases for LSTM,Copilot,2026-06-01T14:48:06Z,4,4,2,4
1462,"Implement DeformConv light op schema, kernel, and shape inference",Copilot,2026-06-01T14:26:29Z,3,0,0,3
1458,Add 9 missing QuantizeLinear C++ backend test cases,Copilot,2026-06-01T14:23:36Z,3,3,1,3
1451,Implement DictVectorizer and FeatureVectorizer (ai.onnx.ml),Copilot,2026-06-01T13:48:53Z,8,8,4,8
1459,"Implement CumSum and CumProd light op schema, kernel, and shape inference",Copilot,2026-06-01T13:48:37Z,4,2,1,4
1460,Add missing Slice C++ backend test cases to match ONNX,Copilot,2026-06-01T13:48:23Z,2,0,0,2
1454,Add 4 missing SequenceMap C++ backend test cases to match ONNX,Copilot,2026-06-01T12:05:26Z,4,2,1,4
1457,"Implement DepthToSpace (schema, kernel, shape inference)",Copilot,2026-06-01T11:44:50Z,2,0,0,2
1456,"Implement Einsum: schema, kernel, shape inference, backend cases",Copilot,2026-06-01T11:44:41Z,3,0,0,3
1455,"Add missing RNN backend test cases (rnn_seq_length, simple_rnn_batchwise)",Copilot,2026-06-01T11:44:32Z,3,2,1,3
1453,Lazy-load nanobind extensions in the _onnxpy compatibility shim,Copilot,2026-06-01T10:51:14Z,2,0,0,2
1437,Extend kernel::Attention and add 17 new C++ Attention backend test cases,Copilot,2026-06-01T10:18:04Z,5,4,2,5
1435,"Add light schema, kernel, shape inference, and backend cases for Floor, Ceil, Round",Copilot,2026-06-01T10:17:52Z,4,4,2,2
1433,"Add ai.onnx.ml Normalizer: schema, kernel, shape inference, backend cases",Copilot,2026-06-01T10:17:40Z,3,2,1,3
1626,"Implement ScatterElements and ScatterND (schema, kernel, shape inference, cases)",Copilot,2026-06-03T15:28:34Z,2,0,0,2
1627,"Implement ReduceLogSum and ReduceLogSumExp (kernel, shape inference, backend cases)",Copilot,2026-06-03T15:28:24Z,2,0,0,2
1625,"Implement Selu light op schema, kernel, shape inference, and backend test cases",Copilot,2026-06-03T15:27:58Z,2,0,0,2
1703,"Implement LRN op (light schema, kernel, shape inference, backend tests)",Copilot,2026-06-04T14:48:28Z,2,0,0,2
1705,"Implement Mean op: schema, kernel, shape inference, backend cases",Copilot,2026-06-04T14:41:31Z,2,0,0,2
1700,Add C++ example mixing Eclipse Aidge and onnx-light,Copilot,2026-06-04T14:14:52Z,3,0,0,3
1702,"Implement IsInf and IsNaN light op schema, kernel, shape inference, and backend cases",Copilot,2026-06-04T14:14:22Z,2,0,0,2
1697,"Implement Max and Min light op schema, kernel, and shape inference",Copilot,2026-06-04T13:32:11Z,3,2,1,3
1696,"Implement Identity op: schema, kernel, shape inference, test cases",Copilot,2026-06-04T13:22:37Z,2,0,0,2
1698,Verify Ceil implementation and add missing shape-inference test,Copilot,2026-06-04T12:50:11Z,2,0,0,2
1693,Add const std::string tag to TestCase,Copilot,2026-06-04T12:30:12Z,4,6,3,4
1695,docs: add page about fuzz harnesses,Copilot,2026-06-04T12:29:54Z,2,0,0,2
1687,"Implement NegativeLogLikelihoodLoss (light op schema, kernel, shape inference, backend cases)",Copilot,2026-06-04T11:36:48Z,4,6,3,3
1689,"Implement Multinomial light op (schema, kernel, shape inference)",Copilot,2026-06-04T11:06:24Z,5,6,3,5
1692,Fix spelling: reword InOut shorthand flagged by codespell,Copilot,2026-06-04T10:54:33Z,2,0,0,2
1690,"Implement Neg and Not light op schema, kernel, shape inference, and backend cases",Copilot,2026-06-04T10:33:04Z,3,2,1,2
1684,Refactor backend test case directories,Copilot,2026-06-04T10:32:31Z,2,2,1,2
1688,"Implement NonMaxSuppression op-light (schema, kernel, shape inference, backend cases)",Copilot,2026-06-04T10:01:56Z,2,0,0,2
1680,Port OSS-Fuzz harnesses from onnx/onnx#8052 to onnx_light/fuzz/,Copilot,2026-06-04T10:01:32Z,5,8,4,5
1686,Implement Pow kernel for onnx-light backend,Copilot,2026-06-04T10:01:01Z,2,0,0,2
1651,Add streaming alignment for ONNX models with external data,Copilot,2026-06-04T09:12:51Z,8,12,6,8
1674,Review onnx/onnx#8055 — document mitigation in C++,Copilot,2026-06-04T08:50:01Z,2,4,2,2
1668,"Implement OptionalGetElement and OptionalHasElement kernels, shape inference and backend cases",Copilot,2026-06-04T08:49:49Z,3,2,1,3
1678,Port onnx/onnx#8033: bounds-check packed sub-byte unpacking,Copilot,2026-06-04T08:30:17Z,2,0,0,2
1676,Validate packed sub-byte tensor payload size in checker,Copilot,2026-06-04T08:30:05Z,2,0,0,2
1672,Harden onnx_proto parser against malformed-input integer overflow and unchecked I/O sizes,Copilot,2026-06-04T08:29:48Z,2,0,0,2
1667,Add LightOpSchema entries for PRelu,Copilot,2026-06-04T07:55:53Z,2,0,0,2
1665,"Implement QLinearConv and QLinearMatMul (schema, shape inference, kernel, cases)",Copilot,2026-06-04T07:55:41Z,4,2,1,3
1669,Register Or in shape inference dispatch table,Copilot,2026-06-04T07:41:57Z,2,0,0,2
1666,Fix GHSA-r6v2-894m-m2v4: OOB read in Conv/Pool shape inference on weight rank mismatch,Copilot,2026-06-04T07:41:32Z,2,2,1,2
1663,Import ONNX Unsqueeze backend tests into the C++ registry,Copilot,2026-06-04T07:13:39Z,3,2,1,3
1664,Add cases_numerical/nan_inf backend test cases for binary ops and Where,Copilot,2026-06-04T07:13:29Z,2,0,0,2
1649,"Validate intermediate value_info shapes for kind=""model"" shape-inference cases (C++ and Python)",Copilot,2026-06-04T07:08:59Z,4,4,2,4
1644,Add shape inference and backend test coverage for ImageDecoder,Copilot,2026-06-04T06:55:15Z,5,6,3,5
1661,Add Pow shape inference and backend parity cases,Copilot,2026-06-04T06:47:02Z,2,0,0,2
1635,"Implement RandomNormal, RandomNormalLike, RandomUniform, RandomUniformLike in onnx-light",Copilot,2026-06-04T06:09:36Z,6,6,3,6
1633,"Implement Resize op (schema, kernel, shape inference, backend cases)",Copilot,2026-06-04T06:09:27Z,4,4,2,4
1637,Link to upstream ONNX ROADMAP from README and SONNX references page,Copilot,2026-06-03T19:46:17Z,3,2,1,3
1646,Add Mod shape inference and backend test coverage,Copilot,2026-06-03T19:45:13Z,4,2,1,4
1657,ci: add 3 minutes to Windows build timeouts,Copilot,2026-06-03T19:44:47Z,2,0,0,2
1659,Add path traversal and symlink escape protections for external data,xadupre,2026-06-03T19:44:25Z,1,0,0,0
1653,docs: clarify that adding ops never requires markdown updates in onnx-light,Copilot,2026-06-03T19:01:31Z,2,0,0,2
1631,Add NNEF export for ONNX models as a standalone C++ example,Copilot,2026-06-03T19:00:51Z,7,8,4,7
1634,"Implement Range op (schema, kernel, shape inference)",Copilot,2026-06-03T18:24:45Z,3,0,0,3
1640,Rename cases_for_shape_inference to cases_for_shapes/shape_inference,Copilot,2026-06-03T18:15:40Z,2,0,0,2
1619,Add cases/cases_for_shape_inference subfolder mirroring plot_computed_shapes examples,Copilot,2026-06-03T17:30:18Z,12,31,16,12
1629,docs: mention SONNX paper (hal-05513194),Copilot,2026-06-03T17:20:03Z,2,4,2,2
1624,"Implement STFT (opset 17): light op schema, kernel, shape inference, backend cases",Copilot,2026-06-03T16:52:26Z,5,4,2,4
1623,Disable DOT graphs in Doxygen and silence numpy NaN warning to fix documentation CI,Copilot,2026-06-03T16:20:47Z,4,4,2,4
1725,Add shape-inference coverage page for inference-tagged backend tests,Copilot,2026-06-05T07:06:47Z,5,8,4,5
1729,"Implement MeanVarianceNormalization in nn schema, backend kernel, and shape inference",Copilot,2026-06-05T04:43:12Z,4,2,1,4
1726,Relocate `_onnxpy.h` to `onnx_py` and update binding includes,Copilot,2026-06-05T04:39:24Z,2,0,0,2
1715,"Implement LightOpSchema, kernel, and shape inference for Relu, Elu, Celu, Gelu",Copilot,2026-06-04T21:03:42Z,3,2,1,2
1727,Document proto containment with Mermaid graph and attribute map,Copilot,2026-06-04T20:45:50Z,2,0,0,2
1716,"Implement LpNormalization: light op schema, kernel, shape inference, backend cases",Copilot,2026-06-04T20:14:19Z,2,0,0,2
1719,Merge _onnxpy_backend.cc into _onnxpy_backend_test.cc,Copilot,2026-06-04T19:12:41Z,2,0,0,2
1709,"Implement Mish: LightOpSchema, kernel, shape inference, backend cases",Copilot,2026-06-04T19:11:54Z,4,4,2,4
1714,Add onnx_light.tools.to_mermaid helper,Copilot,2026-06-04T18:23:13Z,6,8,4,6
1712,Fix missing values in shape verification,Copilot,2026-06-04T18:05:00Z,3,2,1,3
